fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAlta,casosAislamiento,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-03-08,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,19,10,3,2,,4,5,10,3,2
2020-03-07,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,,0,0,0,0
2020-03-07,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,0,,,0,0,0,0
2020-03-07,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,14,,,,,,11,,,
2020-03-06,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,,0,0,0,0
2020-03-06,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,0,,,0,0,0,0
2020-03-06,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,3,3,2,1,,,2,2,2,1
2020-03-05,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,,0,0,0,0
2020-03-05,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,0,,,0,0,0,0
2020-03-05,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,1,1,0,0,,,0,0,-1,0
2020-03-04,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,0,,,0,0,0,0
2020-03-04,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,0,,,0,0,0,0
2020-03-04,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,1,1,1,0,,,0,0,0,0
2020-03-03,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,0,0,0,,,,0,0,0,
2020-03-03,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,0,0,0,,,,0,0,0,
2020-03-03,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,1,1,1,,,,1,1,1,
2020-03-02,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-02,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-02,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-03-01,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-03-01,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-03-01,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
2020-02-29,ES,España,ES-AR,2,Aragón,42.131845,-0.4078058,ES-HU,Huesca,,,,,,,,,,
2020-02-29,ES,España,ES-AR,2,Aragón,40.3456879,-1.1064345,ES-TE,Teruel,,,,,,,,,,
2020-02-29,ES,España,ES-AR,2,Aragón,41.6488226,-0.8890853,ES-Z,Zaragoza,,,,,,,,,,
