fecha,codigoIsoPais,nombrePais,codigoIsoCcaa,codigoIneCcaa,nombreCcaa,lat,long,codigoIsoProvincia,nombreProvincia,casosConfirmados,casosHospitalizados,casosUCI,casosFallecidos,casosAltas,casosAislamiento,casosConfirmadosDiario,casosHospitalizadosDiario,casosUCIDiario,casosFallecidosDiario
2020-04-20,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,1155,107,9,109,450,,41,3,0,2
2020-04-20,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1567,649,41,168,642,,18,-1,1,3
2020-04-20,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,2403,1092,40,303,1076,,24,3,0,6
2020-04-20,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,716,225,21,61,223,,13,3,0,2
2020-04-20,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2602,807,36,287,794,,18,6,-4,5
2020-04-20,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2406,665,18,172,656,,78,7,0,3
2020-04-20,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1243,300,16,96,299,,6,-3,0,1
2020-04-20,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,3154,1079,74,260,1070,,25,2,-6,5
2020-04-20,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,611,222,12,65,219,,13,0,0,1
2020-04-19,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,1114,104,9,107,447,,24,-1,0,0
2020-04-19,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1549,650,40,165,635,,27,16,1,5
2020-04-19,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,2379,1089,40,297,1060,,94,25,0,7
2020-04-19,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,703,222,21,59,221,,30,-12,-1,1
2020-04-19,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2584,801,40,282,781,,70,12,-2,6
2020-04-19,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2328,658,18,169,647,,43,8,0,2
2020-04-19,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1237,303,16,95,298,,6,2,0,1
2020-04-19,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,3129,1077,80,255,1061,,31,6,-4,12
2020-04-19,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,598,222,12,64,216,,3,-1,0,1
2020-04-18,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,1090,105,9,107,446,,15,3,0,0
2020-04-18,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1522,634,39,160,620,,72,5,0,1
2020-04-18,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,2285,1064,40,290,1031,,73,25,0,3
2020-04-18,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,673,234,22,58,220,,14,23,0,4
2020-04-18,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2514,789,42,276,761,,77,32,-2,3
2020-04-18,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2285,650,18,167,636,,33,5,-1,6
2020-04-18,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1231,301,16,94,293,,52,9,-1,2
2020-04-18,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,3098,1071,84,243,1045,,31,22,-2,8
2020-04-18,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,595,223,12,63,210,,23,20,0,2
2020-04-17,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,1075,102,9,107,437,,52,-3,-2,0
2020-04-17,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1450,629,39,159,606,,44,27,-4,7
2020-04-17,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,2212,1039,40,287,998,,93,31,0,4
2020-04-17,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,659,211,22,54,206,,5,4,0,0
2020-04-17,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2437,757,44,273,733,,58,25,0,4
2020-04-17,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2252,645,19,161,622,,61,29,-2,2
2020-04-17,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1179,292,17,92,285,,47,1,-1,1
2020-04-17,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,3067,1049,86,235,1019,,121,14,1,6
2020-04-17,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,572,203,12,61,197,,42,3,-1,4
2020-04-16,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,1023,105,11,107,417,,36,-7,-1,3
2020-04-16,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1406,602,43,152,583,,86,22,-3,3
2020-04-16,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,2119,1008,40,283,957,,184,50,-4,10
2020-04-16,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,654,207,22,54,201,,6,9,-1,1
2020-04-16,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2379,732,44,269,709,,88,18,0,2
2020-04-16,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2191,616,21,159,599,,88,15,1,1
2020-04-16,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1132,291,18,91,278,,37,18,0,1
2020-04-16,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2946,1035,85,229,989,,110,45,-2,6
2020-04-16,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,530,200,13,57,191,,48,11,0,2
2020-04-15,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,987,112,12,104,402,,21,-11,0,4
2020-04-15,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1320,580,46,149,564,,63,1,0,1
2020-04-15,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1935,958,44,273,906,,70,61,-2,9
2020-04-15,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,648,198,23,53,195,,3,-9,1,1
2020-04-15,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2291,714,44,267,686,,22,25,0,6
2020-04-15,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,2103,601,20,158,582,,109,5,-1,3
2020-04-15,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1095,273,18,90,265,,42,1,0,3
2020-04-15,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2836,990,87,223,943,,164,44,2,7
2020-04-15,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,482,189,13,55,182,,23,1,3,1
2020-04-14,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,966,123,12,100,378,,14,-17,0,4
2020-04-14,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1257,579,46,148,548,,25,349,-1,7
2020-04-14,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1865,897,46,264,854,,186,593,0,9
2020-04-14,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,645,207,22,52,192,,9,88,1,2
2020-04-14,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2269,689,44,261,658,,12,356,0,3
2020-04-14,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1994,596,21,155,563,,81,426,1,4
2020-04-14,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1053,272,18,87,257,,40,153,-2,2
2020-04-14,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2672,946,85,216,896,,180,539,-1,6
2020-04-14,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,459,188,10,54,175,,5,101,-2,1
2020-04-13,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,952,140,12,96,354,,35,2,2,2
2020-04-13,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1232,230,47,141,517,,25,1,-1,1
2020-04-13,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1679,304,46,255,811,,104,-16,-2,10
2020-04-13,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,636,119,21,50,177,,16,2,0,2
2020-04-13,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2257,333,44,258,627,,64,-8,1,6
2020-04-13,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1913,170,20,151,530,,68,9,-1,5
2020-04-13,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,1013,119,20,85,242,,23,-2,0,2
2020-04-13,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2492,407,86,210,846,,135,-1,-5,6
2020-04-13,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,454,87,12,53,162,,40,-1,2,2
2020-04-12,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,917,138,10,94,350,,20,0,-2,0
2020-04-12,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1207,229,48,140,509,,37,-4,-1,4
2020-04-12,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1575,320,48,245,781,,37,7,-3,9
2020-04-12,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,620,117,21,48,174,,15,0,0,2
2020-04-12,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2193,341,43,252,607,,78,-9,0,8
2020-04-12,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1845,161,21,146,508,,85,-2,-2,7
2020-04-12,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,990,121,20,83,237,,63,-3,0,3
2020-04-12,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2357,408,91,204,833,,234,-6,-1,9
2020-04-12,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,414,88,10,51,155,,6,-7,-2,0
2020-04-11,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,897,138,12,94,347,,38,-8,0,1
2020-04-11,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1170,233,49,136,492,,44,0,1,4
2020-04-11,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1538,313,51,236,751,,25,-14,-2,6
2020-04-11,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,605,117,21,46,171,,13,-4,2,2
2020-04-11,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2115,350,43,244,579,,64,-17,-2,8
2020-04-11,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1760,163,23,139,490,,88,-10,2,7
2020-04-11,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,927,124,20,80,228,,29,3,0,0
2020-04-11,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,2123,414,92,195,804,,138,-53,-5,11
2020-04-11,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,408,95,12,51,148,,2,-10,0,2
2020-04-10,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,859,146,12,93,325,,34,-23,-1,3
2020-04-10,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1126,233,48,132,470,,46,-16,1,3
2020-04-10,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1513,327,53,230,710,,58,-6,0,12
2020-04-10,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,592,121,19,44,162,,47,-3,0,2
2020-04-10,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,2051,367,45,236,542,,95,-21,-2,5
2020-04-10,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1672,173,21,132,470,,101,-8,0,7
2020-04-10,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,898,121,20,80,219,,26,-7,0,7
2020-04-10,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1985,467,97,184,724,,139,-23,-3,11
2020-04-10,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,406,105,12,49,135,,38,-1,0,1
2020-04-09,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,825,169,13,90,297,,32,-7,0,5
2020-04-09,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1080,249,47,129,441,,27,-9,-6,5
2020-04-09,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1455,333,53,218,666,,57,8,3,8
2020-04-09,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,545,124,19,42,153,,21,6,1,1
2020-04-09,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1956,388,47,231,507,,41,-8,3,6
2020-04-09,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1571,181,21,125,446,,91,-60,-3,3
2020-04-09,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,872,128,20,73,203,,23,-16,-3,7
2020-04-09,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1846,490,100,173,664,,160,-22,-1,11
2020-04-09,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,368,106,12,48,129,,8,-5,0,5
2020-04-08,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,793,176,13,85,272,,27,-16,0,2
2020-04-08,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1053,258,53,124,416,,29,-10,0,4
2020-04-08,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1398,325,50,210,620,,54,-9,-2,14
2020-04-08,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,524,118,18,41,137,,14,-8,0,0
2020-04-08,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1915,396,44,225,477,,108,5,-6,8
2020-04-08,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1480,241,24,122,415,,131,-11,0,7
2020-04-08,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,849,144,23,66,182,,12,10,2,2
2020-04-08,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1686,512,101,162,604,,84,-10,2,9
2020-04-08,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,360,111,12,43,119,,18,-4,0,4
2020-04-07,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,766,192,13,83,253,,34,-18,0,4
2020-04-07,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1024,268,53,120,387,,21,-6,0,7
2020-04-07,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1344,334,52,196,564,,29,-39,2,10
2020-04-07,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,510,126,18,41,126,,24,-11,-1,2
2020-04-07,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1807,391,50,217,439,,88,-14,-3,8
2020-04-07,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1349,252,24,115,387,,97,-9,2,6
2020-04-07,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,837,134,21,64,172,,13,-1,0,0
2020-04-07,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1602,522,99,153,553,,157,-37,-4,8
2020-04-07,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,342,115,12,39,107,,2,0,0,1
2020-04-06,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,732,210,13,79,225,,53,8,-2,6
2020-04-06,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,1003,274,53,113,360,,18,-1,0,10
2020-04-06,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1315,373,50,186,498,,54,-26,-1,11
2020-04-06,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,486,137,19,39,114,,14,8,0,3
2020-04-06,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1719,405,53,209,402,,60,-12,-3,15
2020-04-06,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1252,261,22,109,361,,104,-2,0,2
2020-04-06,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,824,135,21,64,164,,21,-22,1,3
2020-04-06,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1445,559,103,145,487,,42,13,3,12
2020-04-06,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,340,115,12,38,100,,1,-5,0,1
2020-04-05,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,679,202,15,73,214,,41,9,0,4
2020-04-05,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,985,275,53,103,343,,21,-11,-2,7
2020-04-05,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1261,399,51,175,452,,57,-34,1,16
2020-04-05,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,472,129,19,36,111,,20,1,0,5
2020-04-05,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1659,417,56,194,366,,80,-10,1,16
2020-04-05,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1148,263,22,107,340,,97,-23,-1,5
2020-04-05,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,803,157,20,61,149,,34,1,1,9
2020-04-05,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1403,546,100,133,465,,51,5,-3,8
2020-04-05,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,339,120,12,37,93,,16,-4,0,2
2020-04-04,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,638,193,15,69,205,,48,2,0,3
2020-04-04,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,964,286,55,96,323,,24,-7,1,4
2020-04-04,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1204,433,50,159,398,,79,-37,1,15
2020-04-04,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,452,128,19,31,104,,25,6,1,2
2020-04-04,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1579,427,55,178,332,,90,-9,1,11
2020-04-04,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,1051,286,23,102,311,,85,-28,-1,7
2020-04-04,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,769,156,19,52,136,,17,-19,-1,3
2020-04-04,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1352,541,103,125,439,,62,-8,0,11
2020-04-04,ES,España,ES-CL,7,Castilla y León,41.75,-6,ES-ZA,Zamora,323,124,12,35,83,,27,10,1,5
2020-04-03,ES,España,ES-CL,7,Castilla y León,40.616092,-4.929031,ES-AV,Ávila,590,191,15,66,170,,30,14,-1,2
2020-04-03,ES,España,ES-CL,7,Castilla y León,42.383333,-3.666667,ES-BU,Burgos,940,293,54,92,296,,45,0,-1,6
2020-04-03,ES,España,ES-CL,7,Castilla y León,42.666667,-6,ES-LE,León,1125,470,49,144,339,,59,-40,-3,17
2020-04-03,ES,España,ES-CL,7,Castilla y León,42.432128,-4.520647,ES-P,Palencia,427,122,18,29,85,,44,-27,-2,5
2020-04-03,ES,España,ES-CL,7,Castilla y León,40.833333,-6,ES-SA,Salamanca,1489,436,54,167,301,,76,25,1,12
2020-04-03,ES,España,ES-CL,7,Castilla y León,41.166667,-4,ES-SG,Segovia,966,314,24,95,271,,80,-27,0,7
2020-04-03,ES,España,ES-CL,7,Castilla y León,41.666667,-2.666667,ES-SO,Soria,752,175,20,49,111,,66,-1,-2,3
2020-04-03,ES,España,ES-CL,7,Castilla y León,41.583333,-4.666667,ES-VA,Valladolid,1290,549,103,114,381,,102,11,7,9
